memType,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
recalled,131,4,174,1.3488372093023255,12.3,64.07,22.06,96.66,42.9,3.82,2.29,6.87,3.05,3.05,18.32,0.76,9.16,3.05,15.27,2.29,6.869999999999997,2.586279069767442,0.0381679389312977,0.0,0.0,0.0
imagined,269,16,331,1.244360902255639,5.0,88.47,15.88,50.69,77.67,4.46,0.74,8.92,3.72,2.6,8.18,0.37,10.030000000000001,4.460000000000001,11.530000000000001,5.2,14.130000000000003,3.3423287671232877,0.0074349442379182,0.0,0.0037174721189591,0.0074349442379182
recalled,440,17,517,1.1912442396313363,8.5,79.43,19.53,64.6,55.53,3.17,0.91,6.58,3.17,0.68,7.71,0.0,11.56,6.58,15.88,2.04,14.52,3.279626168224299,0.0136363636363636,0.0,0.0,0.0
imagined,261,16,328,1.3442622950819672,5.7,81.33,26.35,62.83,56.07,3.07,0.77,6.51,1.92,0.38,12.26,0.38,6.13,8.430000000000001,16.48,4.22,13.039999999999997,3.3354651162790687,0.0191570881226052,0.003831417624521,0.0114942528735632,0.003831417624521
recalled,240,18,298,1.2844827586206897,4.8,83.76,58.42,48.52,95.23,6.67,0.83,10.42,1.67,0.83,8.75,0.0,4.16,6.66,17.92,2.09,18.76,3.2465277777777777,0.0208333333333333,0.0,0.0,0.0041666666666666
imagined,201,15,264,1.3894736842105264,5.9,75.5,32.93,90.58,50.81,2.49,0.5,8.96,2.99,1.49,13.43,0.0,10.95,2.49,13.440000000000001,2.99,6.48,3.012678571428571,0.0149253731343283,0.0,0.0,0.0049751243781094
recalled,173,16,257,1.4855491329479769,6.3,68.97,30.95,84.44,97.08,7.51,1.16,11.56,0.58,1.16,11.56,0.58,16.77,0.58,5.2,1.73,4.039999999999999,3.0417777777777784,0.0115606936416184,0.0,0.0,0.0057803468208092
imagined,408,29,490,1.234256926952141,3.9,91.41,28.11,90.75,10.53,2.69,3.67,3.42,5.38,2.69,16.38,0.73,8.56,0.73,11.73,2.2,3.91,3.0992035398230087,0.0147058823529411,0.0024509803921568,0.0024509803921568,0.0049019607843137
recalled,217,17,262,1.2242990654205608,3.5,92.53,47.36,91.51,3.49,0.92,3.21,13.76,0.46,1.83,10.09,0.0,10.09,1.38,10.54,3.2199999999999998,7.799999999999997,3.1978571428571425,0.0138248847926267,0.0,0.0,0.0
imagined,168,15,221,1.3393939393939394,4.0,85.69,44.3,43.81,99.0,11.31,0.0,11.31,0.6,2.38,7.14,0.0,9.52,3.58,10.12,1.19,15.479999999999997,3.0354716981132075,0.0178571428571428,0.0,0.0119047619047619,0.0
recalled,149,20,174,1.183673469387755,1.5,97.8,16.27,59.63,99.0,13.42,0.0,4.7,7.38,0.0,9.4,1.34,14.09,7.38,13.420000000000002,2.6799999999999997,20.79,3.0564516129032264,0.0134228187919463,0.0,0.0,0.0
imagined,252,15,336,1.344,6.3,79.9,39.01,96.01,80.75,4.37,0.4,4.37,5.16,1.98,15.87,0.0,7.94,0.4,12.299999999999999,3.97,5.160000000000002,3.211470588235294,0.0039682539682539,0.0,0.0,0.011904761904761701
recalled,333,21,426,1.2792792792792793,6.0,80.72,67.67,84.55,57.81,2.7,0.3,13.81,0.0,0.3,5.41,0.0,7.81,1.5,15.62,2.6999999999999997,15.91,3.4080952380952385,0.015015015015015,0.0,0.0,0.0
imagined,177,15,219,1.2658959537572254,4.2,85.18,11.79,84.57,14.09,0.56,1.13,14.12,1.13,1.13,23.73,0.0,11.290000000000001,2.82,11.86,5.07,-4.540000000000003,2.9583333333333335,0.0112994350282485,0.0,0.0,0.0056497175141242
recalled,301,16,373,1.264406779661017,6.9,78.18,7.87,91.21,45.2,1.99,0.33,12.29,2.66,0.66,17.28,0.66,9.97,2.99,17.950000000000003,2.65,6.640000000000001,2.783243243243243,0.0199335548172757,0.0,0.0,0.0033222591362126
imagined,293,21,366,1.2797202797202798,5.1,83.05,15.96,52.25,57.59,3.41,1.02,7.17,2.39,3.07,15.02,0.0,10.24,2.39,8.54,1.02,-1.0199999999999996,2.8833802816901413,0.0204778156996587,0.0,0.0,0.0034129692832764
recalled,331,20,444,1.353658536585366,7.3,71.75,40.23,60.04,42.48,2.4,0.9,6.31,3.0,1.2,13.21,0.0,7.51,3.0,10.809999999999999,0.9,1.7999999999999972,2.8540909090909095,0.0241691842900301,0.0,0.0090634441087613,0.0030211480362537
imagined,292,16,370,1.2847222222222223,6.8,78.59,7.81,21.11,68.74,4.79,1.71,12.67,1.03,1.37,13.01,0.34,11.98,4.8,6.85,2.0500000000000003,3.42,2.9718421052631583,0.0102739726027397,0.0,0.0,0.0
recalled,217,20,275,1.2672811059907834,4.0,85.79,77.83,83.57,40.5,2.76,1.38,11.52,0.92,0.0,5.07,0.0,12.440000000000001,3.69,14.28,6.45,19.810000000000002,3.496,0.0,0.0,0.0046082949308755,0.013824884792626599
imagined,176,16,221,1.262857142857143,4.0,85.79,35.13,54.55,80.85,3.98,0.0,2.27,5.68,7.95,8.52,0.0,8.52,2.84,14.21,0.0,9.670000000000002,3.278717948717948,0.0113636363636363,0.0,0.0,0.0
recalled,276,17,344,1.2693726937269372,6.0,80.72,39.91,47.34,35.66,2.17,1.09,8.7,1.45,0.72,6.88,0.0,8.7,4.35,13.4,1.44,11.580000000000002,3.1478125,0.0217391304347826,0.0072463768115942,0.0,0.0036231884057971
imagined,380,25,452,1.1894736842105262,4.5,89.89,14.03,63.35,73.7,4.47,1.05,3.68,4.74,1.84,13.16,0.79,11.84,2.9000000000000004,11.58,2.8899999999999997,7.099999999999998,2.9816666666666674,0.0157894736842105,0.0,0.0,0.007894736842105201
recalled,270,22,341,1.2676579925650557,4.5,84.47,25.65,29.7,42.15,3.33,1.85,8.52,4.07,0.74,11.11,0.74,10.370000000000001,6.3,11.11,2.59,7.780000000000001,2.959076923076923,0.0259259259259259,0.0,0.0,0.0
imagined,214,15,280,1.308411214953271,5.3,82.34,59.0,99.0,33.26,1.87,0.93,13.55,0.93,0.0,7.48,0.0,10.75,2.8000000000000003,19.16,1.8699999999999999,16.35,3.308181818181818,0.0046728971962616,0.0,0.0,0.0093457943925232
recalled,340,20,450,1.3235294117647058,6.4,79.6,23.3,44.47,71.05,7.35,4.12,2.35,4.12,1.47,20.59,0.0,0.0,12.35,8.53,1.7599999999999998,1.1699999999999982,2.7083653846153846,0.0,0.0,0.0,0.0029411764705882
imagined,233,18,301,1.308695652173913,4.7,83.86,58.47,98.69,25.79,3.0,2.58,11.16,1.29,0.86,11.16,0.0,11.59,0.43,15.879999999999999,3.0100000000000002,13.739999999999998,3.034875,0.012875536480686598,0.0,0.0,0.0042918454935622
recalled,315,18,426,1.3741935483870968,7.6,70.94,15.12,98.48,1.0,0.95,5.08,12.7,0.95,0.32,13.02,0.32,9.84,1.27,13.65,1.59,8.25,3.1263440860215055,0.0095238095238094,0.0,0.0,0.0095238095238094
imagined,352,25,416,1.223529411764706,3.9,91.51,64.53,95.64,65.01,3.69,0.85,7.1,0.28,1.99,7.95,0.28,11.65,1.13,16.76,3.4099999999999993,16.770000000000003,3.422815533980583,0.0142045454545454,0.005681818181818,0.0056818181818181,0.008522727272727099
recalled,209,15,271,1.2966507177033493,5.2,82.75,42.25,64.02,88.85,4.78,0.0,6.22,3.35,2.87,5.74,0.48,7.66,4.78,14.84,0.48,14.360000000000001,3.46,0.0191387559808612,0.0143540669856459,0.0,0.0047846889952153
imagined,239,16,292,1.2640692640692641,5.4,82.24,21.92,98.74,38.38,3.77,2.51,7.53,1.67,1.26,12.97,0.0,12.13,0.0,13.81,2.51,10.459999999999999,2.8416666666666663,0.00418410041841,0.0,0.0,0.0
recalled,217,16,307,1.427906976744186,6.2,74.79,33.66,96.48,7.7,1.38,2.76,11.06,1.38,1.84,14.75,0.0,13.36,0.0,11.51,0.92,1.8299999999999983,2.730491803278689,0.0230414746543778,0.0,0.0,0.0
imagined,183,17,237,1.2950819672131149,4.0,85.89,27.14,99.0,27.46,1.64,1.09,16.39,1.09,0.0,10.93,0.55,15.3,4.37,19.67,2.18,14.200000000000003,3.1453703703703697,0.0273224043715846,0.0,0.0,0.0
recalled,189,16,238,1.2659574468085106,4.4,84.88,6.54,96.38,97.05,7.41,1.06,11.64,1.59,3.7,16.4,0.0,14.81,0.0,10.06,1.59,4.240000000000002,2.9365306122448978,0.0052910052910052,0.0,0.0,0.0
imagined,223,15,280,1.2727272727272727,5.5,81.93,19.71,99.0,20.23,0.45,0.45,16.59,1.35,2.24,7.62,1.35,15.25,0.0,20.18,3.5900000000000003,17.049999999999997,3.3829310344827586,0.0044843049327354,0.0,0.0,0.0
recalled,431,15,580,1.351981351981352,12.1,59.37,25.39,95.33,23.15,1.62,1.39,10.9,2.78,1.62,12.76,0.93,11.37,1.63,13.45,2.08,6.020000000000001,3.201333333333333,0.013921113689094999,0.0,0.0,0.0069605568445475
imagined,146,15,177,1.2464788732394365,2.3,95.67,4.44,92.42,12.97,1.37,2.05,11.64,3.42,2.74,13.7,0.0,9.59,4.1,13.700000000000001,2.04,6.830000000000002,2.6631578947368424,0.0068493150684931,0.0,0.0068493150684931,0.0
recalled,55,3,74,1.3703703703703705,8.0,70.13,93.7,97.64,47.86,1.82,0.0,5.45,1.82,0.0,9.09,0.0,12.73,0.0,16.36,5.46,16.37,3.3068421052631582,0.0181818181818181,0.0,0.0,0.0
imagined,172,16,206,1.197674418604651,2.8,94.35,17.14,49.3,66.06,6.4,3.49,5.81,7.56,5.81,11.05,0.0,12.21,6.98,7.550000000000001,3.48,9.860000000000003,2.836981132075472,0.0116279069767441,0.005813953488372,0.0,0.0
imagined,250,21,312,1.2839506172839505,4.3,85.08,16.13,27.35,20.23,1.2,1.2,12.8,0.8,0.4,16.8,0.0,8.4,9.6,12.0,1.6,-0.8000000000000007,2.8336363636363635,0.008,0.0,0.0,0.004
recalled,262,17,310,1.2301587301587302,4.3,90.29,16.53,48.69,1.07,2.29,5.73,8.02,1.91,1.15,16.79,0.38,9.93,5.34,9.55,1.5299999999999998,2.3100000000000023,2.739818181818182,0.0076335877862595,0.0,0.0,0.0038167938931297
imagined,211,15,273,1.3317073170731708,5.1,82.95,37.24,96.93,84.06,5.21,0.95,11.37,1.42,0.47,13.27,0.47,10.42,1.9,15.64,0.94,9.470000000000002,2.712884615384615,0.0047393364928909,0.018957345971563802,0.0,0.0
recalled,363,23,445,1.246498599439776,4.6,89.58,29.43,98.76,40.41,3.58,2.2,11.02,1.1,1.93,9.37,0.0,11.850000000000001,4.13,21.22,3.58,21.22,3.0271264367816086,0.013774104683195499,0.0110192837465564,0.0,0.0055096418732782
imagined,178,15,237,1.3542857142857143,5.5,76.52,37.43,53.04,94.24,5.62,0.0,11.24,2.25,1.69,11.24,0.56,8.43,1.69,10.68,2.25,7.3100000000000005,3.1647169811320754,0.0056179775280898,0.0,0.0,0.0
recalled,214,16,272,1.2769953051643192,4.9,83.36,39.43,50.76,99.0,7.94,0.47,11.21,2.34,0.0,7.94,1.4,10.280000000000001,2.34,9.81,2.8,13.55,3.028039215686274,0.0046728971962616,0.0,0.0,0.0046728971962616
imagined,230,17,291,1.2763157894736843,5.0,83.25,29.98,88.66,88.83,4.78,0.0,12.17,1.3,2.17,5.65,0.0,12.61,1.73,17.83,2.6,19.560000000000002,3.33457627118644,0.017391304347826,0.0043478260869565,0.0,0.0043478260869565
recalled,267,25,357,1.3471698113207546,3.9,86.1,24.07,74.35,72.98,3.37,0.0,13.86,1.12,0.37,8.61,0.0,10.48,3.37,17.22,7.11,19.84,3.29013698630137,0.0074906367041198,0.0037453183520599,0.0,0.0037453183520599
imagined,248,18,293,1.205761316872428,3.8,91.61,20.52,58.85,51.25,3.63,1.61,15.73,0.81,0.81,9.68,0.81,8.87,6.45,16.54,2.42,14.520000000000003,3.2606153846153845,0.0040322580645161,0.0120967741935483,0.0,0.0
recalled,363,15,458,1.2829131652661065,9.0,72.7,45.26,65.59,79.29,4.12,0.27,7.14,1.65,2.47,11.81,0.0,8.52,2.7399999999999998,12.09,1.9200000000000002,6.6,3.1036363636363635,0.0055096418732782,0.0275482093663911,0.0,0.0
imagined,316,25,371,1.208469055374593,3.4,92.83,20.28,81.7,49.24,3.48,1.58,9.81,2.53,0.63,14.56,0.63,12.66,3.8,12.66,3.79,6.9499999999999975,3.218181818181818,0.0158227848101265,0.0,0.0031645569620253,0.0
recalled,286,17,382,1.3450704225352113,6.3,79.9,24.82,60.46,2.12,2.1,4.9,9.79,0.7,1.05,10.49,0.7,10.84,4.2,10.49,2.45,10.840000000000002,2.988452380952381,0.0174825174825174,0.0,0.0,0.0034965034965034
imagined,127,16,160,1.2698412698412698,2.8,88.84,59.51,28.32,93.7,7.87,2.36,11.81,0.79,2.36,8.66,0.79,9.45,6.3,9.45,5.5200000000000005,16.55,3.2773809523809527,0.0236220472440943,0.0,0.0,0.0
recalled,186,15,237,1.281081081081081,4.5,84.37,7.01,6.29,95.55,6.99,1.08,14.52,1.61,0.0,13.44,1.08,6.45,9.68,12.36,5.37,12.35,2.9639130434782617,0.010752688172043,0.0,0.0,0.0053763440860215
imagined,518,20,638,1.24853228962818,8.6,79.33,14.52,66.47,15.88,1.35,1.74,11.2,1.16,1.35,15.83,0.0,9.850000000000001,3.4699999999999998,14.67,1.9300000000000002,4.0500000000000025,2.853,0.0077220077220077,0.0,0.0,0.0019305019305019
imagined,273,17,342,1.2954545454545454,5.8,81.12,66.37,83.3,60.52,2.93,0.37,14.29,1.47,0.73,8.79,1.83,9.16,2.93,13.91,2.2,10.620000000000001,3.3398958333333333,0.0219780219780218,0.0036630036630036,0.0036630036630036,0.0036630036630036
recalled,182,19,241,1.3241758241758241,3.5,87.11,20.41,94.47,90.1,9.89,4.95,4.95,4.4,1.1,12.09,0.0,15.39,2.75,12.64,3.3000000000000003,19.23,2.7773076923076925,0.0054945054945054,0.0,0.0,0.0
imagined,204,18,241,1.187192118226601,3.0,93.85,37.99,39.59,85.53,4.9,0.49,11.76,1.47,1.47,8.33,0.0,12.25,2.94,8.82,1.96,8.820000000000002,3.3939622641509435,0.0147058823529411,0.0049019607843137,0.0,0.0147058823529411
recalled,344,25,426,1.2529411764705882,5.1,83.05,89.12,94.11,61.38,3.49,0.87,7.85,0.87,0.87,4.65,0.0,8.43,1.45,22.67,0.58,22.96,3.600654205607477,0.0203488372093022,0.0261627906976743,0.002906976744186,0.0116279069767441
imagined,130,16,152,1.2063492063492063,1.7,97.3,39.7,1.0,3.44,3.08,5.38,7.69,0.77,0.77,13.08,0.0,6.16,12.309999999999999,6.16,0.77,2.3100000000000005,2.6921052631578943,0.0153846153846153,0.0,0.0,0.0
recalled,435,18,556,1.2811059907834101,9.1,72.39,15.61,28.21,3.47,1.84,4.14,10.8,2.07,0.92,9.66,0.0,7.130000000000001,9.66,13.11,0.9199999999999999,10.349999999999998,3.024112149532711,0.0206896551724137,0.0,0.0,0.0022988505747126
imagined,282,16,344,1.2418772563176896,5.3,87.76,46.45,62.39,41.11,3.55,2.13,8.51,1.42,1.77,9.57,0.71,4.96,8.86,22.340000000000003,2.47,20.910000000000004,3.2721839080459776,0.0141843971631205,0.0035460992907801,0.0035460992907801,0.0035460992907801
recalled,331,18,427,1.297872340425532,6.9,78.28,61.56,27.37,76.48,4.53,0.91,3.32,6.34,0.6,7.85,0.0,2.12,10.270000000000001,18.12,1.51,17.520000000000003,3.050961538461538,0.0211480362537763,0.0060422960725075,0.0,0.0030211480362537
imagined,218,16,278,1.287037037037037,5.0,83.15,41.88,45.04,77.05,4.13,0.46,10.55,2.75,0.0,11.01,0.0,6.88,5.05,13.77,5.96,14.680000000000001,3.0471014492753628,0.0091743119266055,0.0,0.0091743119266055,0.0045871559633027
recalled,288,19,411,1.4421052631578948,6.8,73.17,15.03,34.82,24.67,1.39,1.04,12.5,3.47,0.0,11.46,0.69,6.59,9.719999999999999,11.11,3.82,6.25,3.09,0.0138888888888888,0.0,0.0,0.0069444444444444
imagined,234,16,297,1.2857142857142858,5.4,82.24,14.8,96.01,38.83,2.14,0.85,9.83,1.28,5.98,13.68,0.0,14.53,5.13,14.529999999999998,1.7,5.539999999999999,2.82875,0.0042735042735042,0.0042735042735042,0.0,0.0
recalled,274,15,336,1.2352941176470589,5.6,86.94,23.07,97.75,20.23,2.92,2.92,11.31,2.19,0.36,14.96,0.36,10.58,3.28,16.42,2.91,11.3,2.811044776119403,0.0182481751824817,0.0036496350364963,0.0,0.0036496350364963
imagined,288,17,365,1.2717770034843205,6.3,79.7,71.6,64.31,78.97,4.51,0.69,11.11,0.69,0.69,9.38,0.0,11.46,1.38,13.190000000000001,1.3900000000000001,10.410000000000002,3.3781553398058257,0.0208333333333332,0.0034722222222222,0.0,0.0
recalled,30,4,38,1.3103448275862069,2.6,89.45,77.34,99.0,72.45,3.33,0.0,20.0,0.0,3.33,13.33,0.0,6.67,0.0,23.33,0.0,13.329999999999997,3.1114285714285717,0.1333333333333333,0.0,0.0,0.0
imagined,261,15,318,1.2519685039370079,6.3,79.7,24.48,72.75,49.53,2.68,0.77,8.43,2.3,4.21,5.36,0.0,13.8,6.9,15.33,1.5299999999999998,15.71,3.2282089552238804,0.0191570881226053,0.0,0.0,0.0
recalled,493,22,622,1.2985386221294364,8.3,74.73,57.71,53.93,76.81,3.85,0.2,9.13,0.41,0.41,5.07,0.0,11.96,3.04,12.58,1.22,13.190000000000001,3.498,0.0243407707910749,0.0,0.0,0.0020283975659229
imagined,378,21,490,1.3279132791327912,6.6,78.99,44.9,22.85,80.75,4.5,0.53,8.99,1.32,0.53,11.64,0.0,8.729999999999999,7.140000000000001,10.59,1.05,5.030000000000001,3.0041904761904763,0.0185185185185185,0.0,0.0,0.0
recalled,268,15,336,1.263157894736842,6.7,78.89,32.93,76.03,94.14,6.34,0.75,5.22,5.22,1.87,13.81,0.0,10.44,5.59,11.190000000000001,1.86,6.700000000000001,2.914545454545454,0.0074626865671641,0.0,0.0,0.003731343283582
imagined,547,16,707,1.3044280442804428,13.0,62.45,55.27,93.59,41.84,1.83,0.37,13.16,0.37,0.73,11.7,0.0,7.859999999999999,2.74,16.82,3.6500000000000004,10.96,3.136090909090909,0.0073126142595978,0.0018281535648994,0.0,0.0018281535648994
imagined,269,15,334,1.2796934865900382,6.5,79.19,71.02,37.04,42.15,1.48,0.0,7.41,1.85,1.11,7.41,0.0,7.4,4.44,17.04,1.8499999999999999,12.96,3.387083333333333,0.040892193308550095,0.0,0.0,0.0
recalled,286,19,348,1.2253521126760563,4.4,90.19,62.84,99.0,24.7,1.4,1.05,10.84,0.7,0.35,7.69,0.35,10.139999999999999,1.4,24.820000000000004,1.0499999999999998,20.630000000000003,3.3452238805970147,0.0209790209790208,0.0069930069930069,0.0,0.0069930069930068
imagined,155,18,182,1.1895424836601307,1.9,96.69,17.22,71.75,86.52,5.81,1.29,9.03,4.52,2.58,12.26,0.65,7.75,0.65,13.55,1.9500000000000002,10.980000000000002,2.871219512195122,0.032258064516129,0.0,0.0,0.0129032258064516
recalled,298,15,358,1.2218430034129693,6.2,85.52,84.17,94.32,56.93,2.68,0.34,9.06,1.01,0.67,4.7,0.34,7.720000000000001,0.0,20.8,0.68,20.14,3.392098765432099,0.0335570469798656,0.0033557046979865,0.0,0.013422818791946099
imagined,252,18,294,1.2,3.9,91.51,18.12,83.16,8.95,0.4,1.59,10.32,1.98,0.79,16.67,0.0,11.51,3.97,13.89,1.19,0.7899999999999991,2.8336666666666663,0.0079365079365079,0.0,0.0039682539682539,0.0
recalled,107,3,145,1.3679245283018868,14.7,52.57,85.16,82.94,2.1,0.0,2.8,11.21,0.0,0.0,8.41,0.0,6.54,3.74,18.69,1.87,14.950000000000003,3.502619047619048,0.0093457943925233,0.0,0.0,0.0093457943925233
imagined,117,11,146,1.2695652173913043,3.8,86.2,56.12,99.0,45.99,1.71,0.0,11.11,0.0,1.71,7.69,0.0,17.09,0.0,19.659999999999997,0.85,14.529999999999998,3.1154761904761905,0.0427350427350427,0.0,0.0,0.017094017094017
recalled,261,15,339,1.32421875,6.4,79.5,35.51,99.0,79.11,3.83,0.0,10.73,1.15,0.77,13.03,0.38,8.81,0.0,20.7,0.38,11.879999999999997,2.9898648648648645,0.0421455938697317,0.0,0.0,0.0114942528735631
imagined,254,19,340,1.3492063492063493,4.9,83.36,70.52,85.77,88.35,4.72,0.0,9.06,2.76,0.39,8.27,0.39,7.88,0.39,18.5,2.75,17.7,3.211333333333333,0.0236220472440943,0.0,0.0,0.0
recalled,385,18,508,1.3229166666666667,8.1,75.24,70.1,83.0,56.73,2.34,0.0,7.53,1.3,0.26,12.99,0.0,7.02,0.26,14.280000000000001,4.9399999999999995,9.089999999999998,3.0293396226415097,0.0233766233766232,0.0,0.0,0.0077922077922076005
imagined,299,18,438,1.4648829431438126,8.6,63.09,87.57,24.86,99.0,8.7,1.0,10.03,0.0,0.33,8.7,0.33,3.01,1.67,10.37,4.34,15.709999999999997,3.0534210526315793,0.0066889632107023,0.0,0.0,0.0
recalled,246,15,354,1.4448979591836735,7.3,71.85,96.93,28.8,99.0,8.13,0.41,9.35,1.22,1.22,3.25,0.0,1.22,0.81,12.59,1.22,19.1,3.3483636363636364,0.0121951219512195,0.0,0.0,0.0
imagined,207,16,263,1.2766990291262137,4.8,83.76,13.02,74.45,98.81,8.7,1.45,12.08,0.97,1.45,10.14,0.0,12.08,5.8,9.17,1.93,11.100000000000001,3.0814285714285714,0.0048309178743961,0.0,0.0,0.0
imagined,275,15,360,1.313868613138686,6.9,78.28,24.13,89.69,54.09,3.64,1.45,8.0,2.55,1.82,12.73,0.0,14.18,3.63,9.09,0.73,2.1799999999999997,2.8177966101694913,0.0036363636363636,0.0,0.0,0.0
recalled,306,18,382,1.2818791946308725,6.2,80.01,10.64,60.65,33.97,2.94,1.96,13.07,0.33,1.31,16.99,0.65,9.15,5.880000000000001,8.16,2.29,-1.3099999999999987,3.1400000000000006,0.0032679738562091,0.0,0.0,0.0032679738562091
recalled,301,16,429,1.4252491694352158,8.3,69.31,59.8,69.5,24.47,1.99,1.66,12.62,0.33,1.33,9.3,0.0,7.64,1.6600000000000001,12.96,1.33,8.98,3.050000000000001,0.0199335548172756,0.0,0.0033222591362126,0.0066445182724252
imagined,148,16,163,1.1164383561643836,0.9,104.54,92.78,87.0,73.09,4.05,0.68,8.11,0.68,0.0,4.05,0.0,12.84,0.0,10.139999999999999,1.35,12.169999999999998,3.5993023255813954,0.0067567567567567,0.0067567567567567,0.0,0.0
recalled,289,17,359,1.2685512367491165,6.2,80.01,50.9,63.84,58.14,2.77,0.35,9.34,1.04,0.35,10.73,1.38,9.34,0.69,8.31,2.7800000000000002,3.469999999999999,3.400757575757576,0.0034602076124567,0.0173010380622836,0.0034602076124567,0.0069204152249134
imagined,234,16,309,1.3493449781659388,5.3,82.34,13.35,74.77,11.52,4.27,5.13,4.27,4.7,0.85,10.68,0.43,12.82,2.56,7.27,0.85,8.549999999999997,2.895142857142857,0.0042735042735042,0.0,0.0,0.0
recalled,237,16,321,1.3544303797468353,6.7,73.37,5.59,98.91,73.05,5.49,2.11,1.69,7.59,3.38,20.68,0.0,10.55,1.69,13.919999999999998,1.26,2.519999999999996,2.7125862068965514,0.0,0.0,0.0,0.0
imagined,284,9,379,1.3439716312056738,12.0,65.09,77.28,89.39,20.23,1.06,1.06,6.69,0.7,1.06,9.15,0.0,7.050000000000001,3.16,15.14,3.87,12.320000000000002,3.414485981308411,0.0176056338028168,0.0,0.0,0.01056338028169
recalled,195,19,250,1.2820512820512822,3.8,86.4,69.74,98.89,76.01,4.1,0.51,9.23,1.03,0.0,5.64,0.0,9.74,2.05,28.21,2.05,29.240000000000002,3.4215254237288137,0.0358974358974358,0.0102564102564102,0.0051282051282051,0.015384615384615299
imagined,245,16,289,1.2297872340425533,4.3,90.39,25.35,91.58,96.32,6.94,0.82,5.71,1.22,1.22,16.33,0.82,14.29,1.23,9.379999999999999,2.05,2.8599999999999994,3.0366153846153847,0.0204081632653061,0.0040816326530612,0.0,0.0040816326530612
recalled,294,16,327,1.184782608695652,5.3,87.76,69.42,97.09,73.42,3.4,0.0,0.0,2.38,4.42,3.74,0.0,13.61,0.68,13.6,1.7000000000000002,14.959999999999999,3.4968571428571433,0.0544217687074829,0.0034013605442176,0.0,0.0
imagined,170,10,223,1.311764705882353,6.4,79.6,34.64,99.0,46.94,5.29,3.53,12.94,0.0,1.76,11.18,0.0,12.35,0.59,16.47,1.77,15.879999999999999,2.9196226415094335,0.0235294117647058,0.0,0.0,0.0
recalled,326,15,494,1.5682539682539682,11.5,50.16,89.52,87.8,3.97,0.61,2.76,8.9,0.61,2.15,8.28,0.0,7.9799999999999995,0.0,12.89,0.61,8.590000000000002,2.887303370786517,0.0184049079754601,0.0,0.0,0.015337423312883298
imagined,269,18,317,1.1872659176029963,4.3,90.29,25.42,99.0,30.34,1.86,1.12,4.83,4.83,2.23,16.36,0.0,13.01,3.3400000000000003,13.0,2.23,2.2200000000000024,2.798787878787879,0.0074349442379182,0.0,0.0,0.0
imagined,248,21,294,1.2098765432098766,3.1,93.54,18.0,19.12,11.91,0.81,1.61,16.13,0.0,0.0,8.06,0.0,10.08,7.66,10.89,3.63,9.28,3.1935000000000002,0.0120967741935483,0.0,0.0040322580645161,0.0
recalled,263,15,311,1.2341269841269842,5.1,88.26,12.77,19.13,12.31,3.42,4.18,6.46,3.42,0.0,14.83,0.0,7.6,7.9799999999999995,9.5,0.38,3.42,2.601408450704225,0.0038022813688212,0.0,0.0114068441064638,0.0
imagined,205,18,262,1.3232323232323233,4.0,85.69,39.7,98.86,10.54,1.46,2.44,9.76,0.0,1.46,10.73,1.46,9.27,2.44,20.98,0.98,15.129999999999999,3.186666666666666,0.0097560975609756,0.0048780487804878,0.0097560975609756,0.0048780487804878
recalled,200,16,238,1.2081218274111676,3.4,92.83,28.63,99.0,26.8,2.0,1.5,12.0,2.0,1.0,10.0,0.0,14.5,3.0,19.0,1.5,14.0,3.0058620689655173,0.02,0.005,0.0,0.005
imagined,162,15,209,1.30625,3.9,85.99,49.99,12.04,68.51,5.52,2.45,12.88,0.61,1.23,7.98,1.23,4.29,4.91,9.2,0.61,9.809999999999999,3.263658536585366,0.0246913580246912,0.0061728395061728,0.0061728395061728,0.0123456790123456
imagined,252,15,300,1.2195121951219512,5.0,88.67,52.08,89.39,95.71,5.95,0.0,5.95,3.17,2.38,15.87,0.79,9.920000000000002,3.57,11.91,3.57,5.959999999999999,2.871272727272727,0.0119047619047618,0.0,0.0,0.0079365079365078
recalled,237,16,276,1.1948051948051948,4.2,90.7,47.76,87.55,31.87,1.27,0.42,12.24,0.42,2.11,9.7,0.0,7.59,3.8,16.46,3.8,12.670000000000002,3.1531666666666665,0.0168776371308016,0.0,0.0,0.0126582278481012
imagined,335,19,431,1.2942942942942943,6.6,79.09,60.26,95.48,8.93,1.49,2.69,9.55,0.6,0.3,9.55,0.0,6.27,4.18,21.5,2.98,19.11,3.2552336448598136,0.0149253731343282,0.0,0.0,0.0089552238805969
recalled,230,15,323,1.4043478260869566,6.9,72.87,59.23,88.66,2.59,0.43,3.04,10.43,0.43,0.87,7.39,0.0,9.56,3.91,18.259999999999998,3.4699999999999998,17.819999999999997,3.016896551724138,0.0043478260869565,0.0,0.0,0.0
recalled,445,18,551,1.2813953488372094,9.1,72.6,15.04,56.46,3.67,2.01,4.25,4.7,3.36,1.12,16.55,0.45,10.96,3.58,8.049999999999999,2.46,0.4499999999999993,3.018490566037736,0.008988764044943701,0.0,0.0,0.0
