outcome_class,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
t,41,1,55,1.375,16.5,47.8,81.21,26.35,98.92,7.32,0.0,0.0,0.0,2.44,7.32,0.0,12.2,0.0,7.32,2.44,9.759999999999998,3.523157894736842,2.4390243902439024,0.0,0.0,0.0
t,48,4,60,1.25,4.4,84.68,92.12,54.55,83.0,4.17,0.0,0.0,2.08,10.42,4.17,0.0,10.42,0.0,12.5,0.0,12.500000000000002,3.403125,2.083333333333333,0.0,0.0,2.083333333333333
t,79,5,97,1.2933333333333332,5.6,81.63,46.48,65.08,78.69,3.8,0.0,5.06,3.8,5.06,3.8,0.0,5.06,2.53,22.78,1.27,24.05,3.705,1.2658227848101269,0.0,0.0,1.2658227848101269
t,51,3,62,1.2156862745098038,5.2,88.06,86.58,97.97,50.31,1.96,0.0,0.0,7.84,0.0,7.84,0.0,5.88,0.0,23.53,0.0,17.650000000000002,3.528,7.84313725490196,0.0,0.0,1.96078431372549
t,140,11,178,1.3587786259541985,5.6,76.32,52.22,59.35,84.58,4.32,0.0,3.6,1.44,3.6,15.11,0.0,10.79,1.44,10.08,0.72,0.7300000000000004,3.132391304347825,2.857142857142857,0.7142857142857143,0.0,1.4285714285714286
t,22,1,32,1.4545454545454546,10.7,57.61,89.52,50.45,99.0,9.09,0.0,0.0,4.55,0.0,4.55,0.0,13.64,4.55,9.09,0.0,13.629999999999999,3.875714285714286,4.545454545454546,4.545454545454546,0.0,4.545454545454546
t,39,2,49,1.2894736842105263,7.2,77.57,45.8,48.76,60.52,2.56,0.0,0.0,5.13,7.69,5.13,0.0,7.6899999999999995,0.0,15.38,5.12,17.93,3.5736363636363637,5.128205128205128,0.0,0.0,0.0
t,58,4,84,1.4482758620689655,6.6,73.68,80.96,39.59,90.5,5.0,0.0,0.0,3.33,1.67,0.0,0.0,10.0,1.67,11.67,0.0,16.67,3.6278571428571427,10.344827586206897,0.0,0.0,0.0
t,35,1,42,1.2,12.2,69.79,12.97,99.0,65.27,2.86,0.0,0.0,0.0,5.71,0.0,0.0,17.14,2.86,14.29,0.0,17.15,4.08875,0.0,0.0,0.0,0.0
t,45,3,49,1.1395348837209303,3.0,99.26,53.05,99.0,85.84,4.44,0.0,0.0,0.0,8.89,2.22,0.0,13.33,2.22,24.450000000000003,0.0,26.670000000000005,3.9528571428571433,4.444444444444445,0.0,0.0,2.2222222222222223
t,16,1,25,1.5625,9.5,55.24,95.8,15.38,96.74,6.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,6.25,3.485,0.0,0.0,0.0,0.0
t,29,2,33,1.1379310344827587,3.0,99.06,93.52,1.0,20.23,0.0,0.0,6.9,3.45,0.0,0.0,0.0,6.9,10.34,10.350000000000001,0.0,10.350000000000001,3.433333333333333,0.0,0.0,0.0,0.0
t,52,2,59,1.1568627450980393,8.5,79.43,95.45,81.58,49.66,1.92,0.0,1.92,5.77,7.69,3.85,0.0,7.69,1.92,21.150000000000002,0.0,19.22,3.9373333333333336,3.8461538461538463,0.0,0.0,3.8461538461538463
t,37,2,43,1.162162162162162,5.8,86.54,73.93,99.0,93.12,5.41,0.0,0.0,2.7,8.11,8.11,0.0,10.809999999999999,0.0,21.62,2.7,21.62,3.713,0.0,5.405405405405405,0.0,0.0
t,27,2,31,1.1481481481481481,2.7,100.07,93.76,77.17,99.0,7.41,0.0,0.0,3.7,7.41,0.0,0.0,11.11,0.0,11.11,0.0,18.52,3.7211111111111106,3.7037037037037033,3.7037037037037033,0.0,3.7037037037037033
t,26,1,29,1.1153846153846154,7.5,87.39,21.6,81.58,20.23,0.0,0.0,0.0,0.0,7.69,7.69,0.0,11.54,11.54,19.23,0.0,11.54,4.129,0.0,0.0,0.0,0.0
t,113,5,149,1.3303571428571428,8.5,74.12,67.37,76.63,62.01,3.54,0.88,0.88,1.77,3.54,13.27,0.0,7.96,0.0,15.04,0.0,6.190000000000001,3.3703225806451615,0.8849557522123894,2.6548672566371683,0.0,0.0
t,24,2,30,1.25,4.4,84.68,89.52,85.71,20.23,0.0,0.0,0.0,4.0,12.0,0.0,0.0,12.0,0.0,16.0,0.0,16.0,3.9828571428571427,8.333333333333332,0.0,4.166666666666666,0.0
d,58,3,67,1.2181818181818183,5.7,86.74,32.86,56.1,99.0,13.79,0.0,3.45,3.45,3.45,3.45,0.0,8.620000000000001,3.44,13.79,0.0,24.13,3.156842105263158,1.7241379310344829,0.0,0.0,0.0
d,68,4,86,1.323076923076923,6.1,80.31,46.7,57.19,66.58,4.41,1.47,7.35,4.41,0.0,8.82,0.0,8.82,2.94,14.700000000000001,1.47,13.23,3.3378947368421055,4.411764705882353,2.941176470588235,1.4705882352941175,0.0
d,157,1,194,1.2763157894736843,59.0,-57.43,12.33,98.76,79.0,3.82,0.0,2.55,3.82,3.82,14.01,0.0,10.83,0.64,16.55,1.27,7.630000000000001,2.8218750000000004,1.2738853503184715,0.0,0.0,0.6369426751592357
d,36,1,51,1.4166666666666667,15.0,51.86,66.04,99.0,20.23,0.0,0.0,0.0,2.78,8.33,2.78,0.0,11.12,0.0,27.78,2.78,27.78,3.6754545454545453,8.333333333333332,5.555555555555555,0.0,0.0
d,96,4,113,1.2282608695652173,7.5,81.97,70.71,61.94,52.41,2.08,0.0,1.04,5.21,8.33,2.08,0.0,9.370000000000001,4.17,14.580000000000002,3.13,17.71,3.4633333333333334,4.166666666666666,1.0416666666666663,2.083333333333333,0.0
d,158,7,182,1.221476510067114,6.9,83.7,75.29,46.3,94.44,6.29,0.63,3.77,3.14,0.63,13.84,0.0,10.06,4.41,7.55,1.8900000000000001,2.5199999999999996,3.205625,0.0,0.0,0.0,0.0
d,31,2,36,1.2,4.4,90.09,60.93,79.1,20.23,0.0,0.0,0.0,3.23,12.9,0.0,0.0,12.9,3.23,9.68,0.0,9.68,3.9712500000000004,6.451612903225806,0.0,0.0,0.0
d,114,3,145,1.2831858407079646,14.5,58.59,47.48,92.58,99.0,8.7,0.87,2.61,2.61,2.61,8.7,0.0,10.44,2.61,18.27,0.0,19.14,3.387878787878788,2.631578947368421,0.0,0.0,0.0
d,40,1,46,1.15,14.2,64.72,99.0,89.39,20.23,0.0,0.0,5.0,0.0,2.5,7.5,0.0,5.0,0.0,22.5,10.0,25.0,3.7960000000000003,2.5,2.5,0.0,2.5
d,74,5,83,1.2028985507246377,4.0,91.31,42.89,13.97,62.77,2.7,0.0,0.0,2.7,8.11,6.76,0.0,6.75,0.0,9.45,0.0,5.389999999999999,3.3876470588235295,2.702702702702702,1.351351351351351,0.0,2.702702702702702
d,114,5,146,1.280701754385965,8.6,73.71,47.02,70.28,92.27,6.14,0.88,0.0,7.02,1.75,5.26,0.0,5.27,5.26,18.41,0.88,21.049999999999997,3.3249999999999997,1.7543859649122806,0.8771929824561403,0.0,0.8771929824561403
d,45,2,53,1.1777777777777778,7.3,82.48,7.5,77.17,20.23,4.44,4.44,0.0,8.89,11.11,8.89,0.0,11.11,4.44,8.88,2.22,11.100000000000001,3.5025,2.2222222222222223,0.0,6.666666666666667,0.0
d,94,4,122,1.297872340425532,8.9,73.0,61.33,98.23,35.29,1.06,0.0,2.13,4.26,1.06,10.64,0.0,11.7,1.06,12.77,1.06,4.25,3.491034482758621,2.1276595744680846,0.0,0.0,0.0
d,106,4,121,1.2474226804123711,8.0,80.65,75.29,29.13,97.68,7.55,0.94,0.0,1.89,5.66,9.43,0.0,7.55,0.94,9.43,5.66,14.149999999999999,3.343103448275861,2.830188679245283,0.9433962264150944,1.8867924528301887,0.9433962264150944
d,61,3,72,1.2203389830508475,6.3,85.32,35.92,49.37,20.23,3.28,3.28,3.28,0.0,6.56,6.56,0.0,14.76,0.0,9.84,1.64,11.48,3.4821052631578944,1.639344262295082,1.639344262295082,0.0,0.0
d,63,3,84,1.3333333333333333,7.9,75.54,87.19,84.92,88.66,4.76,0.0,1.59,1.59,4.76,11.11,0.0,11.11,0.0,11.11,0.0,4.76,3.1692,4.761904761904762,0.0,1.5873015873015872,1.5873015873015872
d,85,2,103,1.2261904761904763,15.0,62.69,98.34,96.65,37.12,1.18,0.0,0.0,1.18,0.0,4.71,0.0,7.06,1.18,24.71,2.36,23.54,3.7614285714285716,3.5294117647058822,3.5294117647058822,0.0,0.0
d,104,5,153,1.4711538461538463,10.2,58.82,47.73,99.0,20.23,0.0,0.0,8.65,0.0,1.92,4.81,0.0,12.5,0.0,32.69,0.96,28.84,2.9955555555555557,5.769230769230769,0.0,0.0,0.0
d,19,2,24,1.3333333333333333,3.3,87.72,67.62,70.28,20.23,0.0,0.0,0.0,10.53,10.53,0.0,0.0,10.53,0.0,10.53,5.26,15.79,3.8228571428571425,10.526315789473683,0.0,0.0,0.0
d,52,4,60,1.1538461538461537,3.6,92.12,31.07,19.9,79.29,3.85,0.0,0.0,1.92,9.62,3.85,0.0,13.46,0.0,7.6899999999999995,0.0,7.6899999999999995,3.976111111111111,0.0,0.0,0.0,3.8461538461538463
d,28,3,36,1.2857142857142858,3.4,87.42,67.11,89.39,99.0,10.71,0.0,0.0,0.0,14.29,3.57,0.0,7.14,0.0,21.419999999999998,3.57,32.13,3.2562499999999996,0.0,3.571428571428571,0.0,0.0
d,29,1,41,1.4137931034482758,12.2,58.96,93.52,67.94,20.23,0.0,0.0,0.0,6.9,0.0,10.34,0.0,0.0,6.9,13.8,0.0,3.460000000000001,3.266428571428572,0.0,0.0,0.0,0.0
d,27,1,32,1.2307692307692308,8.7,78.93,99.0,92.16,77.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,25.919999999999998,0.0,29.619999999999997,3.5677777777777777,3.7037037037037033,3.7037037037037033,0.0,3.7037037037037033
d,32,1,42,1.3125,12.2,64.38,1.1,32.54,20.23,0.0,0.0,6.25,6.25,0.0,6.25,0.0,15.63,12.5,12.51,0.0,6.26,3.0557142857142856,0.0,0.0,0.0,3.125
d,67,4,80,1.25,6.0,80.62,71.79,78.08,42.34,1.49,0.0,2.99,1.49,10.45,5.97,0.0,8.95,0.0,13.440000000000001,0.0,8.96,4.025555555555556,2.9850746268656714,1.4925373134328357,0.0,4.477611940298507
d,44,2,51,1.2142857142857142,6.8,84.0,96.16,79.84,98.14,6.82,0.0,6.82,2.27,4.55,4.55,0.0,2.27,4.55,20.46,4.54,27.27,3.5600000000000005,0.0,0.0,2.272727272727273,0.0
d,44,3,56,1.3658536585365855,6.3,74.49,45.12,95.15,55.62,2.27,0.0,4.55,4.55,0.0,9.09,0.0,11.36,0.0,15.91,2.27,11.36,3.3191666666666664,4.545454545454546,0.0,0.0,0.0
d,38,2,54,1.4594594594594594,9.3,61.16,92.7,70.28,61.63,2.63,0.0,0.0,0.0,7.89,5.26,0.0,5.26,0.0,13.16,5.26,15.790000000000001,3.786875,2.631578947368421,2.631578947368421,0.0,0.0
d,40,2,47,1.175,6.4,85.02,54.7,28.56,90.5,5.0,0.0,0.0,7.5,7.5,5.0,0.0,10.0,2.5,10.0,0.0,10.0,3.4175,0.0,0.0,0.0,0.0
d,17,2,22,1.2941176470588236,3.1,88.23,29.85,12.44,95.42,5.88,0.0,5.88,17.65,11.76,0.0,0.0,11.76,5.88,5.88,0.0,11.76,3.3685714285714283,5.88235294117647,0.0,5.88235294117647,0.0
d,57,7,68,1.1929824561403508,1.7,97.09,95.09,99.0,46.76,1.75,0.0,0.0,0.0,1.75,1.75,0.0,19.3,1.75,24.56,0.0,24.56,3.90421052631579,7.017543859649122,0.0,0.0,0.0
d,47,3,53,1.2045454545454546,4.3,90.39,77.99,99.0,53.17,2.13,0.0,0.0,0.0,10.64,2.13,0.0,10.64,0.0,29.79,0.0,29.79,3.396,12.76595744680851,0.0,0.0,0.0
d,90,3,110,1.264367816091954,11.1,67.42,39.7,87.45,36.04,1.11,0.0,2.22,4.44,4.44,8.89,0.0,8.88,1.11,16.669999999999998,3.33,12.219999999999999,3.086,0.0,1.1111111111111112,2.2222222222222223,0.0
d,80,4,90,1.1842105263157894,6.0,86.03,47.15,71.5,90.5,5.0,0.0,0.0,1.25,3.75,2.5,0.0,7.5,0.0,13.75,2.5,18.75,3.3642105263157895,5.0,0.0,0.0,0.0
d,76,4,80,1.1428571428571428,4.2,96.01,48.35,52.19,97.62,6.58,0.0,3.95,5.26,1.32,5.26,0.0,3.95,3.95,17.11,2.63,21.060000000000002,3.1850000000000005,1.3157894736842104,0.0,1.3157894736842104,0.0
d,27,1,39,1.56,13.0,46.1,83.52,77.17,99.0,7.41,0.0,0.0,3.7,0.0,7.41,0.0,11.11,0.0,11.11,0.0,11.11,3.0327272727272727,0.0,0.0,0.0,0.0
d,43,1,58,1.3488372093023255,16.5,53.21,81.67,22.48,20.23,4.65,4.65,0.0,6.98,2.33,9.3,0.0,4.65,4.65,6.99,4.65,11.64,3.23,0.0,0.0,0.0,0.0
d,52,4,70,1.3461538461538463,4.8,83.66,32.25,79.41,20.23,0.0,0.0,1.89,5.66,3.77,3.77,0.0,11.32,3.78,16.98,5.66,18.87,3.324666666666667,3.8461538461538463,0.0,0.0,1.9230769230769231
d,113,4,147,1.3008849557522124,10.8,68.13,46.55,88.64,92.55,7.08,1.77,2.65,6.19,1.77,7.08,0.0,8.84,0.0,11.5,0.0,13.270000000000001,3.0803225806451606,2.6548672566371683,0.0,0.0,2.6548672566371683
d,53,4,63,1.2115384615384615,3.6,92.12,4.02,68.36,99.0,7.55,0.0,1.89,3.77,7.55,5.66,0.0,13.21,3.77,13.21,0.0,15.100000000000001,3.3646666666666665,3.7735849056603774,0.0,0.0,1.8867924528301887
d,45,3,55,1.2222222222222223,4.4,90.09,39.7,1.0,85.84,6.67,2.22,0.0,6.67,0.0,6.67,0.0,6.67,11.11,13.33,0.0,15.549999999999999,3.2317647058823527,4.444444444444445,0.0,0.0,0.0
d,26,1,31,1.1923076923076923,8.7,78.93,53.56,98.89,99.0,7.69,0.0,3.85,0.0,0.0,7.69,0.0,3.85,0.0,30.770000000000003,0.0,30.77,3.1888888888888887,3.8461538461538463,0.0,0.0,0.0
d,131,7,160,1.2698412698412698,6.8,78.59,95.69,95.51,68.3,3.05,0.0,0.76,1.53,2.29,2.29,0.0,9.92,0.0,18.32,0.76,19.840000000000003,3.5250000000000004,5.34351145038168,0.0,0.0,1.5267175572519085
d,33,2,46,1.393939393939394,7.4,71.65,45.12,50.45,67.94,3.03,0.0,9.09,3.03,0.0,9.09,3.03,9.09,6.06,12.12,0.0,6.059999999999999,3.5584615384615383,3.0303030303030303,0.0,0.0,0.0
d,95,4,118,1.2421052631578948,7.9,81.16,8.85,47.01,34.94,1.04,0.0,2.08,9.38,6.25,8.33,0.0,11.46,2.08,13.54,0.0,6.249999999999998,3.326000000000001,4.2105263157894735,0.0,0.0,1.0526315789473684
d,95,3,121,1.315217391304348,11.7,65.69,88.01,95.32,83.47,4.21,0.0,0.0,2.11,3.16,7.37,0.0,5.26,1.05,17.9,1.05,15.79,3.2677777777777783,4.2105263157894735,3.1578947368421053,0.0,1.0526315789473684
d,37,1,43,1.1944444444444444,12.6,68.78,80.1,98.19,62.77,2.7,0.0,2.7,2.7,5.41,8.11,0.0,8.11,0.0,16.22,2.7,13.509999999999998,3.5300000000000002,5.405405405405405,0.0,0.0,0.0
d,70,2,81,1.1911764705882353,11.8,70.81,76.24,72.58,98.65,7.14,0.0,2.86,4.29,0.0,5.71,0.0,10.0,0.0,18.57,4.29,24.29,3.5079310344827586,1.4285714285714286,0.0,0.0,0.0
d,34,2,47,1.3823529411764706,7.6,71.14,97.25,12.44,95.42,5.88,0.0,0.0,2.94,5.88,2.94,0.0,5.88,0.0,11.76,0.0,14.700000000000001,3.48125,0.0,0.0,0.0,0.0
d,34,2,45,1.3235294117647058,6.4,79.6,95.53,12.44,66.58,2.94,0.0,0.0,5.88,8.82,2.94,0.0,11.76,2.94,2.94,8.82,11.76,3.894166666666667,2.941176470588235,2.941176470588235,0.0,0.0
d,64,3,77,1.305084745762712,7.4,76.86,34.33,1.0,96.74,6.25,0.0,1.56,3.13,6.25,4.69,0.0,7.82,6.25,7.82,1.56,10.940000000000001,3.426875,0.0,3.125,0.0,0.0
d,31,2,43,1.3870967741935485,7.0,72.66,17.22,58.85,97.31,6.45,0.0,3.23,6.45,3.23,3.23,0.0,6.45,3.23,12.91,0.0,16.13,3.2053333333333334,3.225806451612903,0.0,0.0,0.0
d,43,3,55,1.3095238095238095,5.2,82.65,57.83,36.92,87.73,4.65,0.0,2.33,2.33,9.3,4.65,0.0,6.98,0.0,6.98,0.0,6.98,3.3115384615384613,4.651162790697675,2.3255813953488373,0.0,0.0
d,38,2,45,1.1842105263157894,6.0,86.03,74.45,3.19,20.23,2.63,2.63,0.0,10.53,2.63,2.63,0.0,7.89,7.89,13.16,0.0,15.790000000000003,3.395882352941176,0.0,0.0,2.631578947368421,0.0
d,83,4,112,1.3658536585365855,8.9,67.59,45.44,25.3,96.0,6.02,0.0,8.43,7.23,2.41,8.43,0.0,1.2,8.43,16.86,8.43,22.88,3.391851851851852,0.0,0.0,0.0,0.0
d,70,4,93,1.3880597014925373,7.5,71.34,18.12,7.03,94.7,5.71,0.0,2.86,2.86,7.14,7.14,0.0,8.57,8.57,11.43,2.86,14.29,3.2422727272727276,1.4285714285714286,0.0,1.4285714285714286,1.4285714285714286
d,23,2,27,1.2272727272727273,2.9,94.15,60.52,1.0,20.23,0.0,0.0,0.0,4.35,8.7,0.0,0.0,8.7,8.7,0.0,0.0,0.0,3.9345454545454546,0.0,0.0,0.0,0.0
d,58,2,76,1.4074074074074074,11.5,60.99,76.81,43.66,91.69,5.17,0.0,1.72,3.45,1.72,6.9,0.0,10.350000000000001,3.45,13.79,1.72,13.78,2.8713636363636366,1.7241379310344829,0.0,0.0,0.0
d,67,3,84,1.2923076923076924,8.2,74.83,84.84,48.48,86.16,4.48,0.0,5.97,2.99,4.48,7.46,0.0,7.470000000000001,0.0,17.91,1.49,16.419999999999998,3.2005000000000003,2.985074626865672,0.0,0.0,0.0
d,34,3,48,1.411764705882353,5.3,76.93,37.99,12.44,99.0,11.76,0.0,5.88,2.94,11.76,0.0,0.0,11.76,0.0,5.88,8.82,26.46,3.7564285714285712,5.88235294117647,0.0,0.0,2.941176470588235
d,78,3,84,1.1666666666666667,7.9,80.96,49.68,81.58,60.52,2.56,0.0,5.13,0.0,0.0,12.82,0.0,7.6899999999999995,0.0,19.23,0.0,8.969999999999999,3.421875,5.128205128205128,0.0,0.0,1.282051282051282
d,31,1,36,1.2413793103448276,9.9,75.88,98.66,35.88,99.0,9.68,0.0,0.0,0.0,12.9,3.23,0.0,9.68,0.0,6.45,3.23,16.13,3.2900000000000005,0.0,3.225806451612903,0.0,3.225806451612903
d,77,3,105,1.4189189189189189,10.6,63.32,18.12,50.45,8.22,0.0,1.3,11.69,1.3,0.0,9.09,0.0,9.09,5.2,12.98,1.3,6.490000000000002,3.443703703703704,1.2987012987012987,0.0,0.0,1.2987012987012987
d,66,3,85,1.328125,8.1,75.24,36.2,71.27,86.79,4.55,0.0,1.52,6.06,6.06,3.03,0.0,10.61,4.55,15.159999999999998,1.52,18.2,3.9163157894736846,0.0,0.0,0.0,0.0
d,58,3,69,1.2105263157894737,6.0,86.03,89.52,56.1,91.69,5.17,0.0,3.45,3.45,1.72,3.45,0.0,8.620000000000001,1.72,12.07,0.0,15.52,3.342777777777778,0.0,1.7241379310344829,0.0,0.0
d,31,2,35,1.1666666666666667,4.4,90.09,41.62,91.84,20.23,0.0,0.0,3.23,6.45,3.23,3.23,0.0,12.9,0.0,12.91,19.35,29.030000000000005,3.568,0.0,0.0,0.0,6.451612903225806
d,43,1,53,1.2926829268292683,15.7,55.24,8.25,5.5,98.39,6.98,0.0,4.65,2.33,6.98,0.0,0.0,9.3,2.33,6.98,0.0,13.96,3.855454545454546,2.3255813953488373,2.3255813953488373,2.3255813953488373,2.3255813953488373
d,31,2,37,1.2333333333333334,4.4,90.09,32.41,35.88,20.23,3.23,3.23,0.0,6.45,3.23,3.23,0.0,6.46,3.23,12.91,0.0,16.13,3.1209999999999996,3.225806451612903,0.0,0.0,3.225806451612903
d,22,1,27,1.2272727272727273,7.2,82.99,97.37,95.15,20.23,0.0,0.0,0.0,4.55,9.09,0.0,0.0,9.09,0.0,18.19,0.0,18.19,3.485,0.0,4.545454545454546,9.090909090909092,0.0
d,22,1,29,1.3181818181818181,8.3,74.53,58.76,50.45,20.23,0.0,0.0,9.09,4.55,4.55,18.18,0.0,13.64,0.0,13.64,0.0,0.010000000000001563,2.905,0.0,0.0,0.0,4.545454545454546
d,169,6,222,1.3293413173652695,10.6,68.64,51.77,47.32,37.23,4.14,2.96,0.0,3.55,2.96,11.24,0.0,3.55,3.55,11.24,2.36,9.459999999999999,3.0526666666666666,0.591715976331361,0.0,0.0,0.0
d,60,3,79,1.3389830508474576,7.4,76.86,73.36,93.95,90.5,6.67,1.67,5.0,0.0,6.67,8.33,0.0,11.67,0.0,13.34,0.0,13.340000000000002,2.596842105263158,6.666666666666667,0.0,0.0,1.6666666666666667
d,141,7,186,1.3478260869565217,7.4,76.86,67.32,92.97,75.43,3.55,0.0,0.71,4.26,7.8,6.38,0.0,12.76,0.0,16.31,1.42,14.899999999999999,3.6547058823529417,1.4184397163120568,0.0,3.546099290780142,0.7092198581560284
d,36,1,41,1.2058823529411764,11.8,70.81,33.38,22.12,93.93,5.56,0.0,2.78,2.78,0.0,0.0,0.0,8.33,13.889999999999999,8.34,8.34,22.24,3.1799999999999997,0.0,0.0,0.0,2.7777777777777777
d,88,3,109,1.2386363636363635,10.0,75.58,14.21,92.7,73.53,3.41,0.0,0.0,5.68,4.55,11.36,1.14,7.95,4.55,19.32,1.14,12.510000000000002,3.2032,4.545454545454546,1.1363636363636365,1.1363636363636365,1.1363636363636365
d,36,3,43,1.1944444444444444,3.3,93.14,73.36,99.0,64.0,2.78,0.0,0.0,5.56,8.33,2.78,0.0,11.11,0.0,22.23,0.0,22.23,3.731666666666667,2.7777777777777777,0.0,0.0,2.7777777777777777
d,43,2,47,1.205128205128205,6.2,85.52,76.62,82.44,87.73,4.65,0.0,2.33,4.65,4.65,13.95,0.0,6.98,0.0,9.31,0.0,0.010000000000001563,3.290833333333333,0.0,0.0,0.0,0.0
d,55,3,62,1.1481481481481481,4.4,95.51,86.82,98.98,93.39,5.45,0.0,1.82,3.64,7.27,3.64,0.0,9.09,1.82,25.46,0.0,27.27,3.3815789473684212,1.818181818181818,3.636363636363636,0.0,1.818181818181818
d,25,2,31,1.2916666666666667,4.4,84.68,1.9,35.01,20.23,0.0,0.0,0.0,4.0,8.0,8.0,0.0,8.0,8.0,16.0,0.0,8.0,3.551111111111111,8.0,0.0,0.0,12.0
d,45,3,58,1.288888888888889,5.6,81.63,94.42,87.45,97.84,6.67,0.0,0.0,6.67,6.67,4.44,0.0,13.33,0.0,11.100000000000001,2.22,15.55,3.7133333333333334,6.666666666666667,0.0,0.0,2.2222222222222223
d,33,2,37,1.1935483870967742,4.6,89.58,71.44,29.49,20.23,0.0,0.0,6.06,3.03,0.0,0.0,0.0,6.06,0.0,9.09,0.0,9.09,3.793,3.0303030303030303,3.0303030303030303,0.0,0.0
d,43,2,54,1.2857142857142858,7.9,75.54,89.52,96.19,87.73,4.65,0.0,2.33,2.33,0.0,4.65,0.0,6.98,0.0,20.93,0.0,20.93,3.388461538461539,0.0,0.0,4.651162790697675,2.3255813953488373
d,32,1,37,1.15625,11.1,72.84,97.49,32.54,20.23,0.0,0.0,0.0,0.0,9.38,0.0,0.0,6.26,0.0,12.509999999999998,3.13,15.639999999999997,4.351818181818182,0.0,3.125,0.0,0.0
d,16,1,20,1.3333333333333333,5.6,81.63,89.52,99.0,20.23,0.0,0.0,0.0,0.0,5.56,0.0,0.0,11.11,0.0,33.339999999999996,0.0,33.339999999999996,3.385,12.5,0.0,0.0,0.0
d,48,3,61,1.326086956521739,5.7,81.33,67.92,26.04,52.41,2.08,0.0,0.0,0.0,10.42,2.08,0.0,8.33,2.08,10.41,2.08,14.58,3.74625,2.083333333333333,2.083333333333333,0.0,4.166666666666666
d,84,5,111,1.3373493975903614,6.2,80.01,33.73,53.52,56.53,2.33,0.0,0.0,4.65,1.16,9.3,0.0,10.47,1.16,12.79,1.16,6.98,3.396153846153847,4.761904761904762,0.0,0.0,0.0
d,20,1,29,1.45,9.9,59.64,94.88,28.56,99.0,10.0,0.0,0.0,10.0,0.0,15.0,0.0,10.0,0.0,10.0,0.0,5.0,3.11375,0.0,0.0,5.0,0.0
d,72,3,91,1.338235294117647,8.6,73.81,41.36,99.0,40.61,1.39,0.0,0.0,4.17,2.78,6.94,0.0,6.949999999999999,5.56,30.560000000000002,4.17,29.180000000000003,3.330740740740741,8.333333333333332,0.0,0.0,0.0
d,72,3,97,1.3472222222222223,9.1,72.5,76.7,6.39,64.0,2.78,0.0,1.39,2.78,5.56,6.94,0.0,8.33,0.0,6.949999999999999,0.0,2.7899999999999983,3.132692307692307,0.0,0.0,0.0,0.0
d,53,3,76,1.5510204081632653,9.6,54.93,48.72,79.41,94.44,5.66,0.0,7.55,3.77,0.0,3.77,0.0,3.77,1.89,18.86,0.0,20.75,2.6026666666666665,1.8867924528301887,0.0,0.0,1.8867924528301887
d,43,3,58,1.4146341463414633,6.3,74.49,30.58,82.44,98.39,6.98,0.0,6.98,4.65,0.0,9.3,0.0,6.98,11.63,16.28,4.65,18.61,3.0393749999999997,2.3255813953488373,0.0,0.0,2.3255813953488373
d,84,3,92,1.1794871794871795,8.7,78.93,23.27,99.0,57.46,2.38,0.0,5.95,0.0,0.0,11.9,0.0,14.280000000000001,1.19,20.23,3.57,14.28,2.95,1.1904761904761905,0.0,0.0,0.0
d,31,2,41,1.3666666666666667,6.8,73.17,60.93,6.29,1.4,0.0,3.23,0.0,0.0,0.0,9.68,0.0,6.45,9.68,16.13,3.23,12.91,3.731111111111111,0.0,0.0,0.0,0.0
d,72,4,91,1.3,6.6,79.09,33.38,49.53,1.0,1.39,6.94,5.56,1.39,0.0,11.11,0.0,6.949999999999999,6.94,13.89,2.78,13.89,3.0280952380952377,1.3888888888888888,0.0,0.0,1.3888888888888888
d,21,1,24,1.2,6.4,85.02,99.0,24.32,20.23,0.0,0.0,0.0,0.0,9.52,4.76,0.0,4.76,0.0,9.52,0.0,4.76,4.417142857142857,0.0,0.0,0.0,0.0
d,40,3,44,1.1282051282051282,2.5,100.58,92.56,15.38,59.44,2.5,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,10.0,2.5,15.0,3.7618181818181813,2.5,0.0,0.0,0.0
d,56,4,66,1.2222222222222223,3.8,91.61,71.85,60.9,75.77,5.36,1.79,1.79,1.79,7.14,7.14,0.0,5.36,0.0,14.29,0.0,14.29,3.1473333333333335,1.7857142857142856,0.0,0.0,0.0
d,71,3,92,1.3142857142857143,8.8,73.21,28.77,16.15,83.63,4.23,0.0,1.41,4.23,2.82,11.27,0.0,9.86,0.0,15.489999999999998,0.0,8.45,3.00423076923077,2.8169014084507045,0.0,0.0,0.0
d,32,1,44,1.375,13.4,55.92,13.27,32.54,96.74,6.25,0.0,0.0,0.0,9.38,9.38,0.0,12.5,0.0,12.5,0.0,9.37,3.13,0.0,3.125,0.0,0.0
d,34,1,40,1.1764705882352942,11.8,70.81,22.63,4.6,66.58,2.94,0.0,8.82,2.94,8.82,2.94,0.0,8.82,5.88,5.88,0.0,5.880000000000001,3.5549999999999997,0.0,0.0,2.941176470588235,2.941176470588235
